"","station","Species","Individual","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"83","D146","experiment_2024","T10",2024-04-03 20:29:54,2024-04-03,"20:29:54",2032338,33872.3,564.5,23.5,"2024/experiment_2024/D146/T10","D146_B_I__00872.JPG",1
"84","D146","experiment_2024","T9",2024-03-05 19:10:06,2024-03-05,"19:10:06",0,0,0,0,"2024/experiment_2024/D146/T9","D146_B_I__00167.JPG",2
"85","D147","experiment_2024","T10",2024-03-07 06:39:40,2024-03-07,"06:39:40",0,0,0,0,"2024/experiment_2024/D147/T10","D147_A_I__00006.JPG",4
"86","D147","experiment_2024","T10",2024-04-13 05:45:52,2024-04-13,"05:45:52",3193572,53226.2,887.1,37,"2024/experiment_2024/D147/T10","D147_A_I__00207.JPG",2
"87","D147","experiment_2024","T10",2024-04-13 06:45:58,2024-04-13,"06:45:58",3606,60.1,1,0,"2024/experiment_2024/D147/T10","D147_B_I__00128.JPG",3
"88","D147","experiment_2024","T16",2024-03-26 01:22:36,2024-03-26,"01:22:36",0,0,0,0,"2024/experiment_2024/D147/T16","D147_A_I__00067.JPG",1
"89","D147","experiment_2024","T16",2024-03-26 02:22:44,2024-03-26,"02:22:44",3608,60.1,1,0,"2024/experiment_2024/D147/T16","D147_B_I__00052.JPG",1
"90","D147","experiment_2024","T16",2024-04-02 00:24:56,2024-04-02,"00:24:56",597732,9962.2,166,6.9,"2024/experiment_2024/D147/T16","D147_A_I__00104.JPG",1
"91","D147","experiment_2024","T16",2024-04-02 01:24:56,2024-04-02,"01:24:56",3600,60,1,0,"2024/experiment_2024/D147/T16","D147_B_I__00075.JPG",1
"92","D147","experiment_2024","T16",2024-04-12 02:00:42,2024-04-12,"02:00:42",866146,14435.8,240.6,10,"2024/experiment_2024/D147/T16","D147_A_I__00197.JPG",1
"93","D147","experiment_2024","T16",2024-04-12 03:00:50,2024-04-12,"03:00:50",3608,60.1,1,0,"2024/experiment_2024/D147/T16","D147_B_I__00126.JPG",1
"94","D147","experiment_2024","T32",2024-03-29 06:37:40,2024-03-29,"06:37:40",0,0,0,0,"2024/experiment_2024/D147/T32","D147_A_I__00076.JPG",3
"95","D147","experiment_2024","T32",2024-03-29 07:37:38,2024-03-29,"07:37:38",3598,60,1,0,"2024/experiment_2024/D147/T32","D147_B_I__00059.JPG",2
"96","D147","experiment_2024","T9",2024-03-17 09:21:36,2024-03-17,"09:21:36",0,0,0,0,"2024/experiment_2024/D147/T9","D147_A_I__00049.JPG",3
"97","D147","experiment_2024","UK2",2024-03-17 09:21:12,2024-03-17,"09:21:12",0,0,0,0,"2024/experiment_2024/D147/UK2","D147_A_I__00045.JPG",3
"98","D149","experiment_2024","T16",2024-03-29 22:25:48,2024-03-29,"22:25:48",0,0,0,0,"2024/experiment_2024/D149/T16","D149_A_I__00165.JPG",1
"99","D161","experiment_2024","T32",2024-03-15 07:36:12,2024-03-15,"07:36:12",0,0,0,0,"2024/experiment_2024/D161/T32","D161_A_I__00157.JPG",2
"100","D162","experiment_2024","T10",2024-03-11 05:05:58,2024-03-11,"05:05:58",0,0,0,0,"2024/experiment_2024/D162/T10","D162_A_I__00142.JPG",1
"101","D162","experiment_2024","T10",2024-03-18 21:09:30,2024-03-18,"21:09:30",662612,11043.5,184.1,7.7,"2024/experiment_2024/D162/T10","D162_A_I__00574.JPG",1
"102","D162","experiment_2024","T10",2024-03-26 19:19:18,2024-03-26,"19:19:18",684588,11409.8,190.2,7.9,"2024/experiment_2024/D162/T10","D162_A_I__00899.JPG",1
"103","D162","experiment_2024","T10",2024-03-26 21:42:36,2024-03-26,"21:42:36",8598,143.3,2.4,0.1,"2024/experiment_2024/D162/T10","D162_A_I__00900.JPG",1
"104","D162","experiment_2024","T10",2024-03-26 22:43:14,2024-03-26,"22:43:14",3638,60.6,1,0,"2024/experiment_2024/D162/T10","D162_B_I__00971.JPG",1
"105","D162","experiment_2024","T10",2024-04-01 05:14:12,2024-04-01,"05:14:12",455458,7591,126.5,5.3,"2024/experiment_2024/D162/T10","D162_A_I__01381.JPG",1
"106","D162","experiment_2024","T10",2024-04-01 06:14:56,2024-04-01,"06:14:56",3644,60.7,1,0,"2024/experiment_2024/D162/T10","D162_B_I__01526.JPG",1
"107","D162","experiment_2024","T10",2024-04-03 23:06:18,2024-04-03,"23:06:18",233482,3891.4,64.9,2.7,"2024/experiment_2024/D162/T10","D162_A_I__01671.JPG",1
"108","D162","experiment_2024","T10",2024-04-04 00:07:12,2024-04-04,"00:07:12",3654,60.9,1,0,"2024/experiment_2024/D162/T10","D162_B_I__01818.JPG",1
"109","D162","experiment_2024","T10",2024-04-04 06:14:06,2024-04-04,"06:14:06",22014,366.9,6.1,0.3,"2024/experiment_2024/D162/T10","D162_A_I__01672.JPG",2
"110","D162","experiment_2024","T10",2024-04-04 07:15:04,2024-04-04,"07:15:04",3658,61,1,0,"2024/experiment_2024/D162/T10","D162_B_I__01819.JPG",2
"111","D162","experiment_2024","T10",2024-04-05 21:08:34,2024-04-05,"21:08:34",136410,2273.5,37.9,1.6,"2024/experiment_2024/D162/T10","D162_A_I__01809.JPG",1
"112","D162","experiment_2024","T10",2024-04-05 22:09:26,2024-04-05,"22:09:26",3652,60.9,1,0,"2024/experiment_2024/D162/T10","D162_B_I__01979.JPG",1
"113","D162","experiment_2024","T16",2024-03-15 03:29:16,2024-03-15,"03:29:16",0,0,0,0,"2024/experiment_2024/D162/T16","D162_A_I__00312.JPG",1
"114","D162","experiment_2024","T16",2024-03-15 04:29:34,2024-03-15,"04:29:34",3618,60.3,1,0,"2024/experiment_2024/D162/T16","D162_B_I__00332.JPG",1
"115","D162","experiment_2024","T16",2024-03-30 04:39:28,2024-03-30,"04:39:28",1296594,21609.9,360.2,15,"2024/experiment_2024/D162/T16","D162_A_I__01186.JPG",1
"116","D162","experiment_2024","T16",2024-03-30 05:40:18,2024-03-30,"05:40:18",3650,60.8,1,0,"2024/experiment_2024/D162/T16","D162_B_I__01315.JPG",1
"117","D162","experiment_2024","T9",2024-03-04 22:29:20,2024-03-04,"22:29:20",0,0,0,0,"2024/experiment_2024/D162/T9","D162_A_I__00005.JPG",2
"118","D162","experiment_2024","UK4",2024-03-19 00:16:44,2024-03-19,"00:16:44",0,0,0,0,"2024/experiment_2024/D162/UK4","D162_A_I__00575.JPG",2
"119","D162","experiment_2024","UK4",2024-03-30 05:45:20,2024-03-30,"05:45:20",970116,16168.6,269.5,11.2,"2024/experiment_2024/D162/UK4","D162_A_I__01187.JPG",1
"120","D162","experiment_2024","UK4",2024-03-30 06:46:10,2024-03-30,"06:46:10",3650,60.8,1,0,"2024/experiment_2024/D162/UK4","D162_B_I__01316.JPG",1
"121","J1","experiment_2024","T18",2024-01-13 17:14:42,2024-01-13,"17:14:42",0,0,0,0,"2024/experiment_2024/J1/T18","J1_B_I__00039.JPG",4
"122","J1","experiment_2024","T18",2024-01-17 05:09:06,2024-01-17,"05:09:06",302064,5034.4,83.9,3.5,"2024/experiment_2024/J1/T18","J1_B_I__00073.JPG",2
"123","J1","experiment_2024","T18",2024-01-21 18:28:54,2024-01-21,"18:28:54",393588,6559.8,109.3,4.6,"2024/experiment_2024/J1/T18","J1_B_I__00132.JPG",2
"124","J1","experiment_2024","T18",2024-01-29 17:58:35,2024-01-29,"17:58:35",689381,11489.7,191.5,8,"2024/experiment_2024/J1/T18","J1_B_I__00307.JPG",1
"125","J1","experiment_2024","T18",2024-02-07 22:52:58,2024-02-07,"22:52:58",795263,13254.4,220.9,9.2,"2024/experiment_2024/J1/T18","J1_A_I__00356.JPG",2
"126","J1","experiment_2024","T18",2024-02-11 17:23:48,2024-02-11,"17:23:48",325850,5430.8,90.5,3.8,"2024/experiment_2024/J1/T18","J1_A_I__00399.JPG",1
"127","J1","experiment_2024","T19",2024-01-17 04:53:57,2024-01-17,"04:53:57",0,0,0,0,"2024/experiment_2024/J1/T19","J1_B_I__00072.JPG",2
"128","J1","experiment_2024","T19",2024-01-21 07:30:49,2024-01-21,"07:30:49",355012,5916.9,98.6,4.1,"2024/experiment_2024/J1/T19","J1_B_I__00115.JPG",4
"129","J1","experiment_2024","T19",2024-02-10 01:21:16,2024-02-10,"01:21:16",1705827,28430.4,473.8,19.7,"2024/experiment_2024/J1/T19","J1_A_I__00387.JPG",1
"130","J1","experiment_2024","T27",2024-02-07 00:12:42,2024-02-07,"00:12:42",0,0,0,0,"2024/experiment_2024/J1/T27","J1_A_I__00348.JPG",1
"131","J13","experiment_2024","T27",2024-01-13 20:29:16,2024-01-13,"20:29:16",0,0,0,0,"2024/experiment_2024/J13/T27","J13_B_I__00017.JPG",2
"132","J13","experiment_2024","T27",2024-02-03 21:55:28,2024-02-03,"21:55:28",1819572,30326.2,505.4,21.1,"2024/experiment_2024/J13/T27","J13_B_I__00168.JPG",1
"133","J13","experiment_2024","T27",2024-02-29 19:05:24,2024-02-29,"19:05:24",2236196,37269.9,621.2,25.9,"2024/experiment_2024/J13/T27","J13_B_I__00408.JPG",1
"134","J13","experiment_2024","T40",2024-01-31 18:19:20,2024-01-31,"18:19:20",0,0,0,0,"2024/experiment_2024/J13/T40","J13_B_I__00158.JPG",1
"135","J13","experiment_2024","T40",2024-02-17 22:47:04,2024-02-17,"22:47:04",1484864,24747.7,412.5,17.2,"2024/experiment_2024/J13/T40","J13_B_I__00305.JPG",1
"136","J13","experiment_2024","UK5",2024-01-16 16:03:48,2024-01-16,"16:03:48",0,0,0,0,"2024/experiment_2024/J13/UK5","J13_B_I__00034.JPG",2
"137","J13","experiment_2024","UK5",2024-01-16 16:07:34,2024-01-16,"16:07:34",226,3.8,0.1,0,"2024/experiment_2024/J13/UK5","J13_B_I__00040.JPG",2
"138","J13","experiment_2024","UK5",2024-01-22 18:28:22,2024-01-22,"18:28:22",526848,8780.8,146.3,6.1,"2024/experiment_2024/J13/UK5","J13_B_I__00081.JPG",1
"139","J13","experiment_2024","UK5",2024-01-23 18:00:42,2024-01-23,"18:00:42",84740,1412.3,23.5,1,"2024/experiment_2024/J13/UK5","J13_B_I__00095.JPG",1
"140","J13","experiment_2024","UK5",2024-02-04 22:16:26,2024-02-04,"22:16:26",1052144,17535.7,292.3,12.2,"2024/experiment_2024/J13/UK5","J13_B_I__00176.JPG",1
"141","J13","experiment_2024","UK5",2024-02-27 20:05:36,2024-02-27,"20:05:36",1979350,32989.2,549.8,22.9,"2024/experiment_2024/J13/UK5","J13_B_I__00386.JPG",1
"142","J13","experiment_2024","UK8",2024-02-05 16:53:12,2024-02-05,"16:53:12",0,0,0,0,"2024/experiment_2024/J13/UK8","J13_B_I__00177.JPG",2
"143","J14","experiment_2024","T19",2024-02-10 04:22:18,2024-02-10,"04:22:18",0,0,0,0,"2024/experiment_2024/J14/T19","J14_B_I__00075.JPG",1
"144","J14","experiment_2024","T19",2024-02-10 15:07:58,2024-02-10,"15:07:58",38740,645.7,10.8,0.4,"2024/experiment_2024/J14/T19","J14_B_I__00088.JPG",2
"145","J14","experiment_2024","UK5",2024-02-08 15:42:18,2024-02-08,"15:42:18",0,0,0,0,"2024/experiment_2024/J14/UK5","J14_B_I__00054.JPG",5
"146","J15","experiment_2024","T19",2024-01-17 04:17:30,2024-01-17,"04:17:30",0,0,0,0,"2024/experiment_2024/J15/T19","J15_B_I__00085.JPG",2
"147","J15","experiment_2024","T19",2024-02-10 03:41:46,2024-02-10,"03:41:46",2071456,34524.3,575.4,24,"2024/experiment_2024/J15/T19","J15_A_I__00283.JPG",2
"148","J15","experiment_2024","T27",2024-01-22 17:19:44,2024-01-22,"17:19:44",0,0,0,0,"2024/experiment_2024/J15/T27","J15_A_I__00085.JPG",2
"149","J15","experiment_2024","T27",2024-01-30 16:17:46,2024-01-30,"16:17:46",687482,11458,191,8,"2024/experiment_2024/J15/T27","J15_A_I__00167.JPG",4
"150","J15","experiment_2024","T34",2024-01-17 04:19:32,2024-01-17,"04:19:32",0,0,0,0,"2024/experiment_2024/J15/T34","J15_B_I__00086.JPG",2
"151","J16","experiment_2024","T18",2024-01-17 07:34:28,2024-01-17,"07:34:28",0,0,0,0,"2024/experiment_2024/J16/T18","J16_A_I__00052.JPG",4
"152","J16","experiment_2024","T19",2024-01-13 17:52:24,2024-01-13,"17:52:24",0,0,0,0,"2024/experiment_2024/J16/T19","J16_B_I__00068.JPG",1
"153","J16","experiment_2024","T19",2024-01-14 01:21:02,2024-01-14,"01:21:02",26918,448.6,7.5,0.3,"2024/experiment_2024/J16/T19","J16_A_I__00043.JPG",2
"154","J16","experiment_2024","T19",2024-01-20 15:19:26,2024-01-20,"15:19:26",568704,9478.4,158,6.6,"2024/experiment_2024/J16/T19","J16_B_I__00811.JPG",4
"155","J16","experiment_2024","T27",2024-01-16 00:13:00,2024-01-16,"00:13:00",0,0,0,0,"2024/experiment_2024/J16/T27","J16_B_I__00072.JPG",1
"156","J16","experiment_2024","T27",2024-01-31 22:01:32,2024-01-31,"22:01:32",1374512,22908.5,381.8,15.9,"2024/experiment_2024/J16/T27","J16_A_I__00306.JPG",1
"157","J16","experiment_2024","T40",2024-02-16 02:26:02,2024-02-16,"02:26:02",0,0,0,0,"2024/experiment_2024/J16/T40","J16_A_I__00379.JPG",1
"158","J19","experiment_2024","T19",2024-02-09 23:06:54,2024-02-09,"23:06:54",0,0,0,0,"2024/experiment_2024/J19/T19","J19_B_I__00159.JPG",2
