"","station","Species","Individual","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"52","D16","experiment_2022","T20_F",2022-04-07 14:18:00,2022-04-07,"14:18:00",569020,9483.7,158.1,6.6,"2022/experiment_2022/D16/T20_F","D16_A_I__00533.JPG",1
"53","D16","experiment_2022","T20_F",2022-04-09 13:06:49,2022-04-09,"13:06:49",168529,2808.8,46.8,2,"2022/experiment_2022/D16/T20_F","D16_A_I__00583.JPG",1
"54","D16","experiment_2022","T20_F",2022-04-10 04:40:50,2022-04-10,"04:40:50",56041,934,15.6,0.7,"2022/experiment_2022/D16/T20_F","D16_B_I__01184.JPG",1
"55","D16","experiment_2022","T20_F",2022-04-12 03:29:40,2022-04-12,"03:29:40",168530,2808.8,46.8,2,"2022/experiment_2022/D16/T20_F","D16_B_I__01258.JPG",1
"56","D16","experiment_2022","T36_M",2022-03-05 04:50:15,2022-03-05,"04:50:15",0,0,0,0,"2022/experiment_2022/D16/T36_M","D16_A_I__00070.JPG",1
"57","D16","experiment_2022","T36_M",2022-03-06 23:52:34,2022-03-06,"23:52:34",154939,2582.3,43,1.8,"2022/experiment_2022/D16/T36_M","D16_B_I__00157.JPG",1
"58","D16","experiment_2022","T36_M",2022-03-13 04:05:58,2022-03-13,"04:05:58",533604,8893.4,148.2,6.2,"2022/experiment_2022/D16/T36_M","D16_B_I__00209.JPG",1
"59","D16","experiment_2022","T37",2022-03-05 04:49:35,2022-03-05,"04:49:35",0,0,0,0,"2022/experiment_2022/D16/T37","D16_A_I__00069.JPG",1
"60","D16","experiment_2022","T5_M",2022-03-08 07:13:46,2022-03-08,"07:13:46",0,0,0,0,"2022/experiment_2022/D16/T5_M","D16_A_I__00105.JPG",1
"61","D16","experiment_2022","T5_M",2022-03-10 19:07:20,2022-03-10,"19:07:20",215614,3593.6,59.9,2.5,"2022/experiment_2022/D16/T5_M","D16_B_I__00198.JPG",1
"62","D16","experiment_2022","T5_M",2022-03-25 06:57:42,2022-03-25,"06:57:42",1252222,20870.4,347.8,14.5,"2022/experiment_2022/D16/T5_M","D16.D16A.D16_A_I__00358.JPG",3
"63","D16","experiment_2022","T5_M",2022-03-28 09:20:28,2022-03-28,"09:20:28",267766,4462.8,74.4,3.1,"2022/experiment_2022/D16/T5_M","D16_B_I__00679.JPG",1
"64","D16","experiment_2022","T5_M",2022-04-01 07:15:26,2022-04-01,"07:15:26",338098,5635,93.9,3.9,"2022/experiment_2022/D16/T5_M","D16_A_I__00447.JPG",1
"65","D16","experiment_2022","T5_M",2022-04-01 12:56:25,2022-04-01,"12:56:25",20459,341,5.7,0.2,"2022/experiment_2022/D16/T5_M","D16_A_I__00450.JPG",1
"66","D16","experiment_2022","T5_M",2022-04-01 18:03:14,2022-04-01,"18:03:14",18409,306.8,5.1,0.2,"2022/experiment_2022/D16/T5_M","D16_A_I__00451.JPG",2
"67","D16","experiment_2022","T5_M",2022-04-04 03:19:18,2022-04-04,"03:19:18",206164,3436.1,57.3,2.4,"2022/experiment_2022/D16/T5_M","D16_B_I__00940.JPG",1
"68","D16","experiment_2022","T5_M",2022-04-04 08:26:04,2022-04-04,"08:26:04",18406,306.8,5.1,0.2,"2022/experiment_2022/D16/T5_M","D16_B_I__00944.JPG",2
"69","D16","experiment_2022","T5_M",2022-04-09 13:02:16,2022-04-09,"13:02:16",448572,7476.2,124.6,5.2,"2022/experiment_2022/D16/T5_M","D16_A_I__00582.JPG",1
"70","D16","experiment_2022","T5_M",2022-04-12 03:25:08,2022-04-12,"03:25:08",224572,3742.9,62.4,2.6,"2022/experiment_2022/D16/T5_M","D16_B_I__01257.JPG",1
"71","D17","experiment_2022","T20_F",2022-03-07 15:38:28,2022-03-07,"15:38:28",0,0,0,0,"2022/experiment_2022/D17/T20_F","D17_B_I__00020.JPG",3
"72","D17","experiment_2022","T20_F",2022-03-08 03:39:05,2022-03-08,"03:39:05",43237,720.6,12,0.5,"2022/experiment_2022/D17/T20_F","D17_A_I__00020.JPG",3
"73","D17","experiment_2022","T20_F",2022-03-14 02:26:58,2022-03-14,"02:26:58",514073,8567.9,142.8,6,"2022/experiment_2022/D17/T20_F","D17_B_I__00051.JPG",1
"74","D17","experiment_2022","T20_F",2022-04-10 10:31:44,2022-04-10,"10:31:44",2361886,39364.8,656.1,27.3,"2022/experiment_2022/D17/T20_F","D17.D17B.D17_B_I__00158.JPG",5
"75","D17","experiment_2022","T36_M",2022-03-07 16:08:40,2022-03-07,"16:08:40",0,0,0,0,"2022/experiment_2022/D17/T36_M","D17_B_I__00023.JPG",4
"76","D17","experiment_2022","T37",2022-03-08 04:42:36,2022-03-08,"04:42:36",0,0,0,0,"2022/experiment_2022/D17/T37","D17_A_I__00034.JPG",2
"77","D18","experiment_2022","T20_F",2022-03-13 03:42:40,2022-03-13,"03:42:40",0,0,0,0,"2022/experiment_2022/D18/T20_F","D18_A_I__00078.JPG",1
"78","D18","experiment_2022","T20_F",2022-04-07 03:33:06,2022-04-07,"03:33:06",2159426,35990.4,599.8,25,"2022/experiment_2022/D18/T20_F","D18_A_I__00121.JPG",1
"79","D18","experiment_2022","T21_F",2022-03-15 17:00:40,2022-03-15,"17:00:40",0,0,0,0,"2022/experiment_2022/D18/T21_F","D18_A_I__00081.JPG",3
"80","D18","experiment_2022","T5_M",2022-03-10 06:31:34,2022-03-10,"06:31:34",0,0,0,0,"2022/experiment_2022/D18/T5_M","D18_A_I__00077.JPG",1
"81","D19","experiment_2022","T1_F",2022-01-28 22:17:35,2022-01-28,"22:17:35",0,0,0,0,"2022/experiment_2022/D19/T1_F","D19_B_I__00168.JPG",1
"82","D19","experiment_2022","T1_F",2022-01-29 01:51:42,2022-01-29,"01:51:42",12847,214.1,3.6,0.1,"2022/experiment_2022/D19/T1_F","D19_B_I__00169.JPG",1
"83","D19","experiment_2022","T1_F",2022-03-21 22:12:46,2022-03-21,"22:12:46",4479664,74661.1,1244.4,51.9,"2022/experiment_2022/D19/T1_F","D19.D19A.D19_A_I__00156.JPG",1
"84","D19","experiment_2022","T1_F",2022-03-22 01:46:28,2022-03-22,"01:46:28",12822,213.7,3.6,0.1,"2022/experiment_2022/D19/T1_F","D19.D19A.D19_A_I__00157.JPG",1
"85","D19","experiment_2022","T20_F",2022-03-22 05:58:28,2022-03-22,"05:58:28",0,0,0,0,"2022/experiment_2022/D19/T20_F","D19.D19A.D19_A_I__00159.JPG",2
"86","D20","experiment_2022","T1_F",2022-04-04 12:32:22,2022-04-04,"12:32:22",0,0,0,0,"2022/experiment_2022/D20/T1_F","D20.D20B.D20_B_I__00275.JPG",2
"87","D21","experiment_2022","T20_F",2022-03-13 01:01:27,2022-03-13,"01:01:27",0,0,0,0,"2022/experiment_2022/D21/T20_F","D21_B_I__00099.JPG",1
"88","D21","experiment_2022","T20_F",2022-04-10 20:21:51,2022-04-10,"20:21:51",2488824,41480.4,691.3,28.8,"2022/experiment_2022/D21/T20_F","D21_B_I__00383.JPG",1
"89","D21","experiment_2022","T20_F",2022-04-10 21:25:54,2022-04-10,"21:25:54",3843,64,1.1,0,"2022/experiment_2022/D21/T20_F","D21_A_I__00440.JPG",1
"90","D22","experiment_2022","T5_M",2022-03-02 03:01:51,2022-03-02,"03:01:51",0,0,0,0,"2022/experiment_2022/D22/T5_M","D22.D22B.D22_B_I__00025.JPG",1
"91","D22","experiment_2022","T5_M",2022-04-09 06:24:18,2022-04-09,"06:24:18",3295347,54922.4,915.4,38.1,"2022/experiment_2022/D22/T5_M","D22.D22A.D22_A_I__04417.JPG",1
"92","D22","experiment_2022","T5_M",2022-04-10 21:49:20,2022-04-10,"21:49:20",141902,2365,39.4,1.6,"2022/experiment_2022/D22/T5_M","D22.D22B.D22_B_I__02823.JPG",1
"93","D23","experiment_2022","T1_F",2022-03-15 19:33:07,2022-03-15,"19:33:07",0,0,0,0,"2022/experiment_2022/D23/T1_F","D23_A_I__00134.JPG",1
"94","D23","experiment_2022","T1_F",2022-04-06 07:56:53,2022-04-06,"07:56:53",1859026,30983.8,516.4,21.5,"2022/experiment_2022/D23/T1_F","D23_A_I__00278.JPG",7
"95","D23","experiment_2022","T1_F",2022-04-06 07:58:12,2022-04-06,"07:58:12",79,1.3,0,0,"2022/experiment_2022/D23/T1_F","D23_B_I__00165.JPG",1
"96","D23","experiment_2022","T1_F",2022-04-07 00:56:26,2022-04-07,"00:56:26",61094,1018.2,17,0.7,"2022/experiment_2022/D23/T1_F","D23_A_I__00285.JPG",2
"97","D4","experiment_2022","T5_M",2022-03-04 22:24:36,2022-03-04,"22:24:36",0,0,0,0,"2022/experiment_2022/D4/T5_M","D4.D4B.D4_B_I__00033.JPG",1
"98","D5","experiment_2022","T1_F",2022-03-27 00:46:34,2022-03-27,"00:46:34",0,0,0,0,"2022/experiment_2022/D5/T1_F","D5_A_I__01534.JPG",1
"99","D5","experiment_2022","T1_F",2022-03-27 00:48:19,2022-03-27,"00:48:19",105,1.8,0,0,"2022/experiment_2022/D5/T1_F","D5_B_I__00306.JPG",1
"100","D5","experiment_2022","T1_F",2022-04-10 04:07:56,2022-04-10,"04:07:56",1221577,20359.6,339.3,14.1,"2022/experiment_2022/D5/T1_F","D5_A_I__02326.JPG",1
"101","D5","experiment_2022","T1_F",2022-04-10 04:11:28,2022-04-10,"04:11:28",212,3.5,0.1,0,"2022/experiment_2022/D5/T1_F","D5_B_I__00498.JPG",1
"102","D5","experiment_2022","T1_F",2022-04-10 05:18:52,2022-04-10,"05:18:52",4044,67.4,1.1,0,"2022/experiment_2022/D5/T1_F","D5_A_I__02327.JPG",2
"103","D5","experiment_2022","T1_F",2022-04-10 05:22:33,2022-04-10,"05:22:33",221,3.7,0.1,0,"2022/experiment_2022/D5/T1_F","D5_B_I__00499.JPG",1
"104","D5","experiment_2022","T5_M",2022-03-22 07:13:39,2022-03-22,"07:13:39",0,0,0,0,"2022/experiment_2022/D5/T5_M","D5.D5A.D5_A_I__01133.JPG",2
"105","D5","experiment_2022","T5_M",2022-04-08 03:47:39,2022-04-08,"03:47:39",1456440,24274,404.6,16.9,"2022/experiment_2022/D5/T5_M","D5_A_I__02268.JPG",1
"106","D5","experiment_2022","T5_M",2022-04-08 03:51:06,2022-04-08,"03:51:06",207,3.5,0.1,0,"2022/experiment_2022/D5/T5_M","D5_B_I__00486.JPG",1
"107","D6","experiment_2022","T1_F",2022-03-05 19:23:28,2022-03-05,"19:23:28",0,0,0,0,"2022/experiment_2022/D6/T1_F","D6_A_I__00080.JPG",2
"108","D6","experiment_2022","T1_F",2022-04-09 20:05:09,2022-04-09,"20:05:09",3026501,50441.7,840.7,35,"2022/experiment_2022/D6/T1_F","D6.D6B.D6_B_I__00140.JPG",1
"109","D7","experiment_2022","T1_F",2022-03-20 17:26:56,2022-03-20,"17:26:56",0,0,0,0,"2022/experiment_2022/D7/T1_F","D7.D7A.D7_A_I__00273.JPG",3
"110","J10","experiment_2022","T17_F",2022-03-18 08:07:35,2022-03-18,"08:07:35",0,0,0,0,"2022/experiment_2022/J10/T17_F","J10.J10B.J10_B_I__00032.JPG",11
"111","J10","experiment_2022","T17_F",2022-03-18 08:08:37,2022-03-18,"08:08:37",62,1,0,0,"2022/experiment_2022/J10/T17_F","J10.J10B.J10_B_I__00044.JPG",7
"112","J10","experiment_2022","T17_F",2022-03-18 08:10:27,2022-03-18,"08:10:27",110,1.8,0,0,"2022/experiment_2022/J10/T17_F","J10.J10B.J10_B_I__00049.JPG",2
"113","J10","experiment_2022","T17_F",2022-04-29 14:12:45,2022-04-29,"14:12:45",3650538,60842.3,1014,42.2,"2022/experiment_2022/J10/T17_F","J10.J10B.J10_B_I__00864.JPG",2
"114","J13","experiment_2022","T21_F",2022-04-09 07:11:16,2022-04-09,"07:11:16",0,0,0,0,"2022/experiment_2022/J13/T21_F","J13.J13A.J13_A_I__00215.JPG",7
"115","J15","experiment_2022","T13_F",2022-04-23 17:46:07,2022-04-23,"17:46:07",0,0,0,0,"2022/experiment_2022/J15/T13_F","J15.J15B.J15_B_I__00900.JPG",5
"116","J15","experiment_2022","T13_F",2022-05-02 22:51:46,2022-05-02,"22:51:46",795939,13265.6,221.1,9.2,"2022/experiment_2022/J15/T13_F","J15.J15B.J15_B_I__00949.JPG",1
"117","J15","experiment_2022","T21_F",2022-03-24 07:54:39,2022-03-24,"07:54:39",0,0,0,0,"2022/experiment_2022/J15/T21_F","J15.J15B.J15_B_I__00432.JPG",21
"118","J15","experiment_2022","T21_F",2022-03-24 07:55:40,2022-03-24,"07:55:40",61,1,0,0,"2022/experiment_2022/J15/T21_F","J15.J15A.J15_A_I__00603.JPG",15
"119","J15","experiment_2022","T21_F",2022-03-24 07:56:40,2022-03-24,"07:56:40",60,1,0,0,"2022/experiment_2022/J15/T21_F","J15.J15B.J15_B_I__00438.JPG",4
"120","J15","experiment_2022","T5_M",2022-03-09 14:39:24,2022-03-09,"14:39:24",0,0,0,0,"2022/experiment_2022/J15/T5_M","J15.J15A.J15_A_I__00047.JPG",6
"121","J15","experiment_2022","T8_M",2022-03-10 00:36:01,2022-03-10,"00:36:01",0,0,0,0,"2022/experiment_2022/J15/T8_M","J15.J15A.J15_A_I__00052.JPG",2
"122","J15","experiment_2022","T8_M",2022-04-06 01:34:07,2022-04-06,"01:34:07",2336286,38938.1,649,27,"2022/experiment_2022/J15/T8_M","J15.J15B.J15_B_I__00722.JPG",1
"123","J15","experiment_2022","T8_M",2022-05-03 02:53:55,2022-05-03,"02:53:55",2337588,38959.8,649.3,27.1,"2022/experiment_2022/J15/T8_M","J15.J15B.J15_B_I__00950.JPG",1
"124","J16","experiment_2022","T21_F",2022-05-02 09:07:35,2022-05-02,"09:07:35",0,0,0,0,"2022/experiment_2022/J16/T21_F","J16_A_I__00255.JPG",14
"125","J16","experiment_2022","T21_F",2022-05-02 09:08:37,2022-05-02,"09:08:37",62,1,0,0,"2022/experiment_2022/J16/T21_F","J16_B_I__00384.JPG",1
"126","J16","experiment_2022","T21_F",2022-05-02 23:07:15,2022-05-02,"23:07:15",50318,838.6,14,0.6,"2022/experiment_2022/J16/T21_F","J16_A_I__00261.JPG",1
"127","J16","experiment_2022","T8_M",2022-03-12 06:22:59,2022-03-12,"06:22:59",0,0,0,0,"2022/experiment_2022/J16/T8_M","J16_A_I__00017.JPG",4
"128","J16","experiment_2022","T8_M",2022-05-03 01:56:44,2022-05-03,"01:56:44",4476825,74613.8,1243.6,51.8,"2022/experiment_2022/J16/T8_M","J16_A_I__00262.JPG",1
"129","J17","experiment_2022","T14_F",2022-03-14 16:11:31,2022-03-14,"16:11:31",0,0,0,0,"2022/experiment_2022/J17/T14_F","J17_A_I__00022.JPG",3
"130","J17","experiment_2022","T21_F",2022-04-15 09:17:52,2022-04-15,"09:17:52",0,0,0,0,"2022/experiment_2022/J17/T21_F","J17.J17A.J17_A_I__00288.JPG",3
"131","J17","experiment_2022","T8_M",2022-03-10 09:02:38,2022-03-10,"09:02:38",0,0,0,0,"2022/experiment_2022/J17/T8_M","J17_A_I__00018.JPG",3
"132","J17","experiment_2022","T8_M",2022-04-06 18:48:32,2022-04-06,"18:48:32",2367954,39465.9,657.8,27.4,"2022/experiment_2022/J17/T8_M","J17_A_I__00273.JPG",3
"133","J17","experiment_2022","T8_M",2022-05-09 20:08:21,2022-05-09,"20:08:21",2855989,47599.8,793.3,33.1,"2022/experiment_2022/J17/T8_M","J17.J17A.J17_A_I__00379.JPG",1
"134","J2","experiment_2022","T22_F",2022-03-28 21:11:20,2022-03-28,"21:11:20",0,0,0,0,"2022/experiment_2022/J2/T22_F","J2_A_I__00055.JPG",1
"135","J20","experiment_2022","T15_M",2022-03-14 02:58:05,2022-03-14,"02:58:05",0,0,0,0,"2022/experiment_2022/J20/T15_M","J20_A_I__00012.JPG",1
"136","J20","experiment_2022","T15_M",2022-03-14 03:54:22,2022-03-14,"03:54:22",3377,56.3,0.9,0,"2022/experiment_2022/J20/T15_M","J20_B_I__00026.JPG",1
"137","J20","experiment_2022","T16_F",2022-03-16 23:24:58,2022-03-16,"23:24:58",0,0,0,0,"2022/experiment_2022/J20/T16_F","J20_A_I__00013.JPG",1
"138","J20","experiment_2022","T16_F",2022-03-17 00:21:22,2022-03-17,"00:21:22",3384,56.4,0.9,0,"2022/experiment_2022/J20/T16_F","J20_B_I__00027.JPG",1
"139","J20","experiment_2022","T16_F",2022-04-10 08:07:49,2022-04-10,"08:07:49",2101587,35026.4,583.8,24.3,"2022/experiment_2022/J20/T16_F","J20.J20A.J20_A_I__00049.JPG",6
"140","J20","experiment_2022","T18_M",2022-03-17 18:53:55,2022-03-17,"18:53:55",0,0,0,0,"2022/experiment_2022/J20/T18_M","J20_A_I__00014.JPG",1
"141","J20","experiment_2022","T18_M",2022-03-17 19:50:18,2022-03-17,"19:50:18",3383,56.4,0.9,0,"2022/experiment_2022/J20/T18_M","J20_B_I__00028.JPG",1
"142","J21","experiment_2022","T16_F",2022-03-25 19:16:47,2022-03-25,"19:16:47",0,0,0,0,"2022/experiment_2022/J21/T16_F","J21.J21A.J21_A_I__00755.JPG",2
"143","J21","experiment_2022","T16_F",2022-03-31 03:00:42,2022-03-31,"03:00:42",459835,7663.9,127.7,5.3,"2022/experiment_2022/J21/T16_F","J21.J21B.J21_B_I__01676.JPG",1
"144","J21","experiment_2022","T16_F",2022-04-13 18:44:26,2022-04-13,"18:44:26",1179824,19663.7,327.7,13.7,"2022/experiment_2022/J21/T16_F","J21_B_I__01867.JPG",1
"145","J25","experiment_2022","T16_F",2022-03-30 20:10:38,2022-03-30,"20:10:38",0,0,0,0,"2022/experiment_2022/J25/T16_F","J25.J25B.J25_B_I__00287.JPG",1
"146","J25","experiment_2022","T16_F",2022-04-15 21:06:26,2022-04-15,"21:06:26",1385748,23095.8,384.9,16,"2022/experiment_2022/J25/T16_F","J25.J25B.J25_B_I__00882.JPG",1
"147","J25","experiment_2022","T23_F",2022-03-25 22:19:32,2022-03-25,"22:19:32",0,0,0,0,"2022/experiment_2022/J25/T23_F","J25_B_I__00200.JPG",1
"148","J27","experiment_2022","T15_M",2022-03-15 07:51:40,2022-03-15,"07:51:40",0,0,0,0,"2022/experiment_2022/J27/T15_M","J27_A_I__00011.JPG",4
